 id  |  code   | event | finished | finished_provisional |      kickoff_time      | minutes | provisional_start_time | started | team_a | team_a_score | team_h | team_h_score | team_h_difficulty | team_a_difficulty | pulse_id 
 363 | 2562255 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |     13 |              |      4 |              |                 4 |                 4 |   125153
 364 | 2562258 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |      8 |              |      5 |              |                 3 |                 3 |   125154
 365 | 2562259 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |     18 |              |      7 |              |                 3 |                 3 |   125155
 366 | 2562260 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |     17 |              |      9 |              |                 2 |                 3 |   125156
 367 | 2562261 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |      6 |              |     11 |              |                 3 |                 3 |   125157
 368 | 2562262 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |     16 |              |     14 |              |                 2 |                 3 |   125158
 369 | 2562263 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |     19 |              |     15 |              |                 2 |                 4 |   125159
 370 | 2562264 |    37 | f        | f                    | 2026-05-17 10:00:00-04 |       0 | f                      | f       |     10 |              |     20 |              |                 2 |                 2 |   125160
 371 | 2562265 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |     14 |              |      6 |              |                 3 |                 3 |   125161
 372 | 2562266 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |     20 |              |      3 |              |                 2 |                 2 |   125162
 373 | 2562267 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |      1 |              |      8 |              |                 4 |                 3 |   125163
 374 | 2562268 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |     15 |              |     10 |              |                 3 |                 3 |   125164
 375 | 2562269 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |      5 |              |     12 |              |                 3 |                 4 |   125165
 376 | 2562270 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |      2 |              |     13 |              |                 3 |                 4 |   125166
 377 | 2562271 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |      4 |              |     16 |              |                 3 |                 3 |   125167
 379 | 2562273 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |      9 |              |     18 |              |                 2 |                 3 |   125169
 378 | 2562272 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |      7 |              |     17 |              |                 3 |                 3 |   125168
 380 | 2562274 |    38 | f        | f                    | 2026-05-24 11:00:00-04 |       0 | f                      | f       |     11 |              |     19 |              |                 2 |                 2 |   125170
(380 rows)

